School Name,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,TestsTakers,TestsTaken,OneTest,TwoTests,ThreeTests,FourTests,FiveorMoreTests,Unnamed:9,Score=1,Score=2,Score=3,Score=4,Score=5,PercentScore12,PercentScore35,NumEnrolledGrades09through12,NumDropoutAllGrades,PercentDropoutAllGrades,PercentDropoutGrade09,PercentDropoutGrade10,PercentDropoutGrade11,PercentDropoutGrade12,NuminCohort,PercentGraduated,PercentStillinSchool,PercentNonGradCompleters,PercentHSEquiv,PercentDroppedOut,PercentPermanentlyExcluded,HighSchoolGraduatesNum,AttendingCollUnivNum,AttendingCollUnivPercent,PrivateTwoYearPercent,PrivateFourYearPercent,PublicTwoYearPercent,PublicFourYearPercent,MACommunityCollegePercent,MAStateUniversityPercent,UnivofMassPercent,Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,WFNum,WFPercent,StudentIncluded,CPI,SGP,IncludedInSGP,ReadingWriting,Writing,Math,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Town,School
Lawrence - Lawrence Family Public Academy,1490011.0,65.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0, 01490011,1.4,0.9,93.4,4.2,0.0,0.0,0.0,58.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490011.0,137.0,64.6,69.0,32.5,26.0,12.3,177.0,83.5,143.0,67.5,     196,0.0,,,,,,Lawrence,Lawrence Family Public Academy
Lawrence - Lawrence High School,1490515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,882.0,741.0,731.0,39.0,3304.0, 01490515,1.5,1.8,93.3,3.2,0.1,0.0,0.2,51.8,48.2,     277,     357,206.0,62.0,9.0,0.0,0.0,,129.0,104.0,63.0,46.0,15.0,65.3,34.7,"   3,280",99.0,3.0,2.9,3.5,3.9,1.6,       653,88.2,4.6,4.3,0.2,2.8,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,289.0,48.0,37.0,6.0,252.0,42.0,257.0,42.0,59.0,10.0,605.0,78.0,,,444.0,,450.0,1490515.0,2744.0,83.1,1121.0,33.9,535.0,16.2,2665.0,80.7,1877.0,56.8,"   3,705",261.0,0.9,6.5,0.0,0.0,0.0,Lawrence,Lawrence High School
"Lawrence - Math, Science & Technology High School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,80.0,72.1,0.0,7.5,72.5,20.0,72.5,6.3,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawrence,"Math, Science & Technology High School"
Lawrence - Oliver Partnership School,1490048.0,0.0,0.0,99.0,81.0,82.0,94.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0, 01490048,0.9,0.7,94.6,3.6,0.0,0.0,0.2,51.9,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,13.0,14.0,0.0,0.0,13.0,14.0,43.0,45.0,40.0,42.0,96.0,49.0,,,,,,1490048.0,297.0,66.4,172.0,38.5,64.0,14.3,385.0,86.1,304.0,68.0,     575,92.0,14.6,3.8,0.0,0.0,0.0,Lawrence,Oliver Partnership School
Lawrence - Parthum Middle School,1490027.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,124.0,162.0,147.0,0.0,0.0,0.0,0.0,0.0,581.0, 01490027,1.5,0.3,91.2,6.2,0.0,0.0,0.7,50.3,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,54.0,26.0,6.0,3.0,48.0,23.0,100.0,47.0,57.0,27.0,211.0,61.6,,,,,,1490027.0,371.0,63.9,146.0,25.1,101.0,17.4,460.0,79.2,356.0,61.3,     587,29.0,1.2,4.6,0.0,0.0,0.0,Lawrence,Parthum Middle School
Lawrence - Performing & Fine Arts High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,80.0,69.6,0.0,6.3,81.3,12.5,81.3,5.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawrence,Performing & Fine Arts High School
Lawrence - Phoenix Academy Lawrence,1490540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,63.0,30.0,19.0,0.0,125.0, 01490540,1.6,0.8,92.8,4.8,0.0,0.0,0.0,61.6,38.4,       5,,,,,,,,,,,,,0.0,0.0,     151,16.0,10.6,16.4,3.1,12.0,6.1,        55,25.5,32.7,0.0,9.1,32.7,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,407.0,,421.0,1490540.0,98.0,78.4,28.0,22.4,30.0,24.0,103.0,82.4,81.0,64.8,     188,41.0,7.4,20.7,0.0,0.0,0.0,Lawrence,Phoenix Academy Lawrence
Lawrence - Robert Frost,1490018.0,0.0,93.0,127.0,114.0,121.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0, 01490018,2.5,2.5,85.1,8.6,0.0,0.0,1.2,50.7,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490018.0,288.0,48.8,147.0,24.9,48.0,8.1,436.0,73.9,359.0,60.8,     680,2.0,,,,,,Lawrence,Robert Frost
Lawrence - Rollins Early Childhood Center,1490001.0,112.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0, 01490001,1.6,0.5,93.2,4.7,0.0,0.0,0.0,59.5,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490001.0,124.0,65.3,89.0,46.8,62.0,32.6,171.0,90.0,124.0,65.3,     226,0.0,,,,,,Lawrence,Rollins Early Childhood Center
Lawrence - School for Exceptional Studies,1490537.0,0.0,0.0,10.0,6.0,9.0,9.0,10.0,11.0,11.0,10.0,25.0,16.0,8.0,12.0,13.0,150.0, 01490537,1.3,0.7,84.7,12.7,0.0,0.0,0.7,81.3,18.7,,,,,,,,,,,,,,,,      60,7.0,11.7,13.3,16.7,17.6,0.0,        20,20.0,40.0,15.0,0.0,25.0,0.0,8.0,,,,,,,,,,SCIENCE AND TECH/ENG,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,26.0,76.0,34.0,49.3,,,,,,1490537.0,87.0,58.0,26.0,17.3,142.0,94.7,150.0,100.0,129.0,86.0,     204,45.0,1.5,22.1,0.0,0.0,0.0,Lawrence,School for Exceptional Studies
Lawrence - South Lawrence East Elementary School,1490004.0,0.0,0.0,155.0,159.0,139.0,158.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0, 01490004,1.2,1.9,91.3,4.9,0.0,0.0,0.7,54.7,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,27.0,21.0,7.0,5.0,20.0,15.0,74.0,56.0,30.0,23.0,131.0,62.4,,,,,,1490004.0,499.0,66.7,295.0,39.4,140.0,18.7,662.0,88.5,547.0,73.1,     815,15.0,0.5,1.5,0.0,0.0,0.0,Lawrence,South Lawrence East Elementary School
Lawrence - Spark Academy,1490085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,140.0,163.0,0.0,0.0,0.0,0.0,0.0,460.0, 01490085,1.5,2.2,93.5,2.6,0.0,0.0,0.2,47.6,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,39.0,28.0,0.0,0.0,39.0,28.0,62.0,45.0,38.0,27.0,139.0,66.0,,,,,,1490085.0,337.0,73.3,121.0,26.3,110.0,23.9,384.0,83.5,311.0,67.6,     517,86.0,9.7,10.6,0.0,0.0,0.0,Lawrence,Spark Academy
Lawrence - UP Academy Leonard Middle School,1490090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,100.0,119.0,0.0,0.0,0.0,0.0,0.0,297.0, 01490090,1.0,0.3,96.6,2.0,0.0,0.0,0.0,55.2,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,19.0,18.0,1.0,1.0,18.0,17.0,51.0,47.0,38.0,35.0,108.0,53.7,,,,,,1490090.0,247.0,83.2,101.0,34.0,48.0,16.2,248.0,83.5,181.0,60.9,     359,39.0,0.6,10.6,0.0,0.0,0.0,Lawrence,UP Academy Leonard Middle School
Lawrence - UP Academy Oliver Middle School,1490049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,119.0,113.0,0.0,0.0,0.0,0.0,0.0,343.0, 01490049,0.6,0.0,95.9,3.5,0.0,0.0,0.0,53.9,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,16.0,0.0,0.0,15.0,16.0,24.0,26.0,53.0,58.0,92.0,45.4,,,,,,1490049.0,251.0,73.2,99.0,28.9,54.0,15.7,286.0,83.4,232.0,67.6,     366,35.0,2.2,9.3,0.0,0.0,0.0,Lawrence,UP Academy Oliver Middle School
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,4540205.0,84.0,85.0,83.0,84.0,83.0,82.0,82.0,52.0,54.0,48.0,0.0,0.0,0.0,0.0,0.0,737.0, 04540205,0.8,0.0,98.4,0.8,0.0,0.0,0.0,45.7,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,60.0,56.0,15.0,14.0,45.0,42.0,36.0,34.0,11.0,10.0,107.0,79.2,,,,,,4540205.0,595.0,80.7,212.0,28.8,46.0,6.2,543.0,73.7,440.0,59.7,     731,20.0,0.0,2.7,0.0,0.0,0.0,Lawrence Family Development Charter (District),Lawrence Family Development Charter School
Lee - Lee Elementary,1500025.0,14.0,63.0,44.0,51.0,48.0,36.0,36.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0, 01500025,0.6,2.6,9.6,84.3,0.0,0.0,2.9,51.3,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,21.0,49.0,4.0,9.0,17.0,40.0,18.0,42.0,4.0,9.0,43.0,77.3,,,,,,1500025.0,21.0,6.1,20.0,5.8,33.0,9.6,168.0,49.0,140.0,40.8,     349,6.0,0.0,1.7,0.0,0.0,0.0,Lee,Lee Elementary
Lee - Lee Middle/High School,1500505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,51.0,72.0,55.0,59.0,53.0,0.0,349.0, 01500505,0.6,2.0,6.6,87.1,0.3,0.0,3.4,49.9,50.1,      43,      72,20.0,17.0,6.0,0.0,0.0,,19.0,25.0,23.0,5.0,0.0,61.1,38.9,     243,2.0,0.8,0.0,1.6,1.8,0.0,        70,80.0,12.9,0.0,2.9,4.3,0.0,51.0,36.0,70.6,0.0,16.7,30.6,52.8,30.6,25.0,11.1,SCIENCE AND TECH/ENG,57.0,50.0,16.0,14.0,41.0,36.0,37.0,33.0,19.0,17.0,113.0,75.9,,,563.0,,562.0,1500505.0,19.0,5.4,5.0,1.4,44.0,12.6,143.0,41.0,116.0,33.2,     361,9.0,0.3,2.2,0.0,0.0,0.0,Lee,Lee Middle/High School
Leicester - Leicester High,1510505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,125.0,105.0,117.0,0.0,461.0, 01510505,3.9,2.6,7.2,82.9,0.7,0.4,2.4,53.1,46.9,     123,     188,74.0,34.0,14.0,1.0,0.0,,32.0,67.0,65.0,21.0,3.0,52.7,47.3,     455,2.0,0.4,0.8,0.0,0.0,0.9,       104,91.3,5.8,0.0,1.0,1.9,0.0,101.0,82.0,81.2,0.0,28.0,26.8,45.1,26.8,22.0,19.5,SCIENCE AND TECH/ENG,82.0,85.0,39.0,40.0,43.0,44.0,13.0,13.0,2.0,2.0,97.0,93.8,,,550.0,,530.0,1510505.0,34.0,7.4,12.0,2.6,60.0,13.0,152.0,33.0,110.0,23.9,     470,12.0,1.1,1.9,0.0,0.0,0.0,Leicester,Leicester High
Leicester - Leicester Memorial Elementary,1510005.0,0.0,0.0,0.0,0.0,102.0,118.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0, 01510005,5.7,2.1,9.0,79.6,0.6,0.0,3.0,54.1,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,60.0,48.0,13.0,10.0,47.0,38.0,55.0,44.0,10.0,8.0,125.0,78.0,,,,,,1510005.0,17.0,5.1,10.0,3.0,45.0,13.5,128.0,38.4,92.0,27.6,     367,12.0,3.0,0.3,0.0,0.0,0.0,Leicester,Leicester Memorial Elementary
Leicester - Leicester Middle,1510015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,116.0,164.0,0.0,0.0,0.0,0.0,0.0,412.0, 01510015,4.1,2.9,8.7,80.6,0.0,0.0,3.6,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,44.0,37.0,0.0,0.0,44.0,37.0,54.0,46.0,20.0,17.0,118.0,69.9,,,,,,1510015.0,25.0,6.1,8.0,1.9,65.0,15.8,141.0,34.2,92.0,22.3,     411,16.0,1.9,2.2,0.0,0.0,0.0,Leicester,Leicester Middle
Leicester - Leicester Primary School,1510010.0,69.0,107.0,88.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0, 01510010,5.5,3.0,9.4,80.7,0.0,0.0,1.4,58.7,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510010.0,20.0,5.5,12.0,3.3,71.0,19.6,145.0,39.9,102.0,28.1,     377,3.0,,,,,,Leicester,Leicester Primary School
Lenox - Lenox Memorial High,1520505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,70.0,66.0,66.0,63.0,50.0,66.0,0.0,444.0, 01520505,0.5,5.2,7.4,84.7,0.0,0.0,2.3,48.9,51.1,      57,     118,25.0,11.0,15.0,5.0,1.0,,17.0,22.0,30.0,30.0,19.0,33.1,66.9,     250,0.0,0.0,0.0,0.0,0.0,0.0,        64,96.9,1.6,0.0,0.0,1.6,0.0,64.0,59.0,92.2,0.0,32.2,37.3,30.5,32.2,6.8,15.3,SCIENCE AND TECH/ENG,57.0,51.0,21.0,19.0,36.0,32.0,47.0,42.0,8.0,7.0,112.0,80.4,,,624.0,,599.0,1520505.0,31.0,7.0,8.0,1.8,41.0,9.2,110.0,24.8,81.0,18.2,     459,15.0,1.7,1.5,0.0,0.0,0.0,Lenox,Lenox Memorial High
Lenox - Morris,1520015.0,24.0,34.0,54.0,51.0,45.0,53.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0, 01520015,0.6,5.5,7.4,82.3,0.0,0.0,4.2,50.8,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,43.0,73.0,34.0,58.0,9.0,15.0,13.0,22.0,3.0,5.0,59.0,89.4,,,,,,1520015.0,26.0,8.4,12.0,3.9,28.0,9.0,80.0,25.7,51.0,16.4,     320,2.0,,,,,,Lenox,Morris
Leominster - Bennett,1530003.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0, 01530003,9.3,4.7,30.2,54.7,0.0,0.0,1.2,67.4,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530003.0,13.0,15.1,12.0,14.0,44.0,51.2,53.0,61.6,29.0,33.7,     136,0.0,,,,,,Leominster,Bennett
Leominster - Center For Technical Education Innovation,1530605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,152.0,136.0,151.0,0.0,717.0, 01530605,7.0,3.9,33.1,52.6,0.0,0.4,3.1,64.0,36.0,      21,      38,9.0,8.0,3.0,1.0,0.0,,4.0,9.0,16.0,8.0,1.0,34.2,65.8,     695,6.0,0.9,0.7,1.4,0.7,0.8,       117,93.2,2.6,1.7,0.0,2.6,0.0,106.0,55.0,51.9,0.0,18.2,21.8,60.0,21.8,43.6,12.7,,,,,,,,,,,,,,,,532.0,,534.0,1530605.0,166.0,23.2,11.0,1.5,194.0,27.1,365.0,50.9,247.0,34.4,     716,0.0,,,,,,Leominster,Center For Technical Education Innovation
Leominster - Fall Brook,1530007.0,0.0,71.0,120.0,117.0,125.0,105.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0, 01530007,5.6,1.7,32.4,54.8,0.3,0.0,5.2,51.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,68.0,59.0,21.0,18.0,47.0,41.0,42.0,37.0,5.0,4.0,115.0,84.6,,,,,,1530007.0,151.0,23.0,102.0,15.5,128.0,19.5,330.0,50.2,239.0,36.4,     756,2.0,,,,,,Leominster,Fall Brook
Leominster - Frances Drake School,1530010.0,0.0,91.0,66.0,81.0,96.0,110.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0, 01530010,6.8,3.9,41.0,42.1,0.0,0.0,6.3,52.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,44.0,42.0,10.0,10.0,34.0,32.0,48.0,46.0,13.0,12.0,105.0,73.3,,,,,,1530010.0,115.0,21.1,71.0,13.1,124.0,22.8,332.0,61.0,274.0,50.4,     597,1.0,,,,,,Leominster,Frances Drake School
Leominster - Johnny Appleseed,1530025.0,0.0,69.0,119.0,100.0,134.0,112.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0, 01530025,10.8,4.1,30.6,49.9,0.3,0.0,4.3,49.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,54.0,50.0,16.0,15.0,38.0,35.0,42.0,39.0,12.0,11.0,108.0,81.3,,,,,,1530025.0,153.0,23.5,100.0,15.4,119.0,18.3,352.0,54.1,256.0,39.3,     662,0.0,,,,,,Leominster,Johnny Appleseed
Leominster - Leominster Center for Excellence,1530515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,17.0,8.0,0.0,50.0, 01530515,4.0,0.0,32.0,60.0,0.0,0.0,4.0,38.0,62.0,,,,,,,,,,,,,,,,      39,4.0,10.3,22.2,0.0,25.0,0.0,         8,62.5,12.5,0.0,0.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530515.0,7.0,14.0,2.0,4.0,26.0,52.0,41.0,82.0,26.0,52.0,      46,0.0,,,,,,Leominster,Leominster Center for Excellence
Leominster - Leominster High School,1530505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,273.0,282.0,327.0,0.0,1056.0, 01530505,9.7,3.0,25.9,58.9,0.2,0.0,2.3,46.0,54.0,     151,     324,48.0,54.0,34.0,10.0,5.0,,26.0,71.0,130.0,72.0,25.0,29.9,70.1,"   1,086",12.0,1.1,0.0,1.6,0.9,1.4,       296,89.9,5.1,1.0,0.3,3.7,0.0,288.0,217.0,75.3,0.0,15.7,33.6,50.7,33.6,25.3,14.3,SCIENCE AND TECH/ENG,165.0,85.0,82.0,42.0,83.0,43.0,28.0,14.0,1.0,1.0,194.0,94.7,,,541.0,,542.0,1530505.0,245.0,23.2,85.0,8.0,145.0,13.7,426.0,40.3,312.0,29.5,"   1,263",244.0,19.3,0.0,0.0,0.0,0.0,Leominster,Leominster High School
Leominster - Lincoln School,1530005.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0, 01530005,4.2,4.2,27.1,62.5,0.0,0.0,2.1,70.8,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530005.0,10.0,20.8,10.0,20.8,33.0,68.8,34.0,70.8,21.0,43.8,      59,0.0,,,,,,Leominster,Lincoln School
Leominster - Northwest,1530030.0,0.0,48.0,115.0,134.0,121.0,151.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0, 01530030,6.3,1.9,36.9,49.5,0.0,0.0,5.4,51.1,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,49.0,39.0,14.0,11.0,35.0,28.0,52.0,42.0,24.0,19.0,125.0,68.4,,,,,,1530030.0,151.0,22.0,110.0,16.1,129.0,18.8,408.0,59.6,305.0,44.5,     735,3.0,,,,,,Leominster,Northwest
Leominster - Priest Street,1530040.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0, 01530040,6.4,2.4,45.6,37.6,0.0,0.0,8.0,56.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530040.0,30.0,24.0,18.0,14.4,39.0,31.2,83.0,66.4,71.0,56.8,     136,0.0,,,,,,Leominster,Priest Street
Leominster - Samoset School,1530045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,163.0,154.0,0.0,0.0,0.0,0.0,0.0,491.0, 01530045,6.1,2.0,32.0,57.4,0.0,0.0,2.4,51.9,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,44.0,29.0,2.0,1.0,42.0,28.0,77.0,51.0,30.0,20.0,151.0,68.5,,,,,,1530045.0,76.0,15.5,15.0,3.1,131.0,26.7,240.0,48.9,176.0,35.8,     489,11.0,2.2,0.0,0.0,0.0,0.0,Leominster,Samoset School
Leominster - Sky View Middle School,1530320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,282.0,302.0,0.0,0.0,0.0,0.0,0.0,895.0, 01530320,8.6,5.6,33.0,49.1,0.2,0.0,3.6,52.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,134.0,48.0,9.0,3.0,125.0,45.0,90.0,32.0,56.0,20.0,280.0,72.6,,,,,,1530320.0,224.0,25.0,83.0,9.3,215.0,24.0,496.0,55.4,354.0,39.6,     926,52.0,5.6,0.0,0.0,0.0,0.0,Leominster,Sky View Middle School
Leverett - Leverett Elementary,1540005.0,14.0,12.0,17.0,12.0,22.0,16.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0, 01540005,0.0,0.0,6.4,82.4,0.0,0.0,11.2,58.4,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,8.0,47.0,2.0,12.0,6.0,35.0,8.0,47.0,1.0,6.0,17.0,79.4,,,,,,1540005.0,1.0,0.8,0.0,0.0,18.0,14.4,32.0,25.6,24.0,19.2,     137,0.0,,,,,,Leverett,Leverett Elementary
Lexington - Bowman,1550008.0,0.0,71.0,83.0,91.0,98.0,106.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0, 01550008,5.5,32.0,2.7,50.2,0.0,0.0,9.6,51.1,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,65.0,66.0,32.0,32.0,33.0,33.0,31.0,31.0,3.0,3.0,99.0,87.6,,,,,,1550008.0,174.0,31.1,86.0,15.4,42.0,7.5,166.0,29.6,29.0,5.2,     575,0.0,,,,,,Lexington,Bowman
Lexington - Bridge,1550006.0,0.0,72.0,86.0,99.0,101.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0, 01550006,4.9,41.4,4.0,47.4,0.2,0.2,1.9,49.3,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,80.0,80.0,47.0,47.0,33.0,33.0,19.0,19.0,1.0,1.0,100.0,92.5,,,,,,1550006.0,213.0,37.2,57.0,10.0,45.0,7.9,160.0,28.0,32.0,5.6,     604,0.0,,,,,,Lexington,Bridge
Lexington - Fiske,1550015.0,0.0,62.0,61.0,88.0,99.0,93.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0, 01550015,2.6,29.5,2.8,56.2,0.0,0.0,9.0,54.4,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,63.0,86.0,32.0,44.0,31.0,42.0,8.0,11.0,2.0,3.0,73.0,95.9,,,,,,1550015.0,148.0,29.5,60.0,12.0,78.0,15.5,155.0,30.9,22.0,4.4,     495,0.0,,,,,,Lexington,Fiske
Lexington - Harrington,1550030.0,0.0,70.0,89.0,79.0,74.0,89.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0, 01550030,3.3,43.3,2.9,43.7,0.4,0.0,6.3,51.5,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,48.0,59.0,25.0,31.0,23.0,28.0,22.0,27.0,11.0,14.0,81.0,82.1,,,,,,1550030.0,142.0,29.7,40.0,8.4,64.0,13.4,130.0,27.2,28.0,5.9,     481,0.0,,,,,,Lexington,Harrington
Lexington - Jonas Clarke Middle,1550305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,309.0,314.0,0.0,0.0,0.0,0.0,0.0,926.0, 01550305,5.1,41.6,3.9,44.8,0.0,0.0,4.6,52.7,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,203.0,77.0,37.0,14.0,166.0,63.0,50.0,19.0,9.0,3.0,262.0,91.4,,,,,,1550305.0,250.0,27.0,35.0,3.8,129.0,13.9,210.0,22.7,54.0,5.8,     910,11.0,0.9,0.3,0.0,0.0,0.0,Lexington,Jonas Clarke Middle
